aacA-ACI7	aac(6')_Acine	aac(6')-I	-	0.00	0.00	1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aacA-ACI8	aac(6')_Acine	aac(6')-I	-	0.00	0.00	1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aacA-ENT1	aac(6')_Entco	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA-ENT2	aac(6')_Entco	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA-ENT3	aac(6')_Entco	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA-ENT4	aac(6')_Entco	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA-STR-10	aac(6')_Strep	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA-STR-13	aac(6')_Strep	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA-STR-15	aac(6')_Strep	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA-STR-7	aac(6')_Strep	aac(6')	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA10	aac(6')-I	aacA10	NF033151.0	400.00	400.00	1	AAC(6')-I family aminoglycoside 6'-N-acetyltransferase
aacA32	aac(6')-set_A	aacA32	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase
aacA34	aac(6')	aacA34	NF000123.2	300.00	300.00	1	aminoglycoside 6'-N-acetyltransferase AacA34
aacA37	aac(6')	aacA37	NF000152.2	250.00	250.00	1	aminoglycoside 6'-N-acetyltransferase AacA37
aacA38	aac(6')-set_A	aacA38	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase AacA38
aacA40	aac(6')-II	aacA40	NF000048.1	400.00	400.00	1	aminoglycoside 6'-N-acetyltransferase AacA40
aacA43	aac(6')_Ia_fam	aacA43	-	0.00	0.00	1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
aacA49	aac(6')_Ia_fam	aacA49	NF033150.1	410.00	410.00	1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49
aacA57-2	aacA57	aacA57-2	-	0.00	0.00	1	aminoglycoside N-acetyltransferase AAC(6')-Ian
aacA57	aac(6')-Ian	aacA57	-	0.00	0.00	1	aminoglycoside N-acetyltransferase AAC(6')-Ian
aacA8	aac(6')-set_A	aacA8	-	0.00	0.00	1	aminoglycoside 6'-N-acetyltransferase AacA8
aac	AME	aac	-	0.00	0.00	1	aminoglycoside N-acetyltransferase
aad9	ant(9)	aad9	-	0.00	0.00	1	ANT(9) family aminoglycoside nucleotidyltransferase
aadA10	ant(3'')-Ia	aadA10	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10
aadA11	ant(3'')-Ia	aadA11	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11
aadA12	ant(3'')-Ia	aadA12	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12
aadA13	ant(3'')-Ia	aadA13	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13
aadA15	ant(3'')-Ia	aadA15	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15
aadA16	ant(3'')-Ia	aadA16	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16
aadA1a	aadA1	aadA1a	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1a
aadA1	ant(3'')-Ia	aadA1	NF033126.1	587.00	587.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
aadA21	ant(3'')-Ia	aadA21	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA21
aadA22	ant(3'')-Ia	aadA22	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22
aadA25	ant(3'')-Ia	aadA25	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25
aadA27	ant(3'')-II	aadA27	-	0.00	0.00	1	ANT(3'')-II family aminoglycoside nucleotidyltransferase AadA27
aadA2ah	aadA2	aadA2ah	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2ah
aadA2bc	aadA2	aadA2bc	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2bc
aadA2	ant(3'')-Ia	aadA2	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2
aadA31	ant(3'')-Ia	aadA31	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA31
aadA3	ant(3'')-Ia	aadA3	NF033127.1	595.50	595.50	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3
aadA4	aadA_4_5	aadA4	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4
aadA5	aadA_4_5	aadA5	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5
aadA6	ant(3'')-Ia	aadA6	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6
aadA7	ant(3'')-Ia	aadA7	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7
aadA8	ant(3'')-Ia	aadA8	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8
aadA9	ant(3'')-Ia	aadA9	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9
aadA_4_5	ant(3'')-Ia	aadA_4_5	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA
aadE-Cc	ant(6)	aadE-Cc	NF033221.1	620.00	620.00	1	aminoglycoside 6-adenylyltransferase AadE-Cc
aadE	ant(6)	aadE	-	0.00	0.00	1	aminoglycoside 6-adenylyltransferase AadE
aadK	ant(6)	aadK	NF000312.1	600.00	600.00	1	aminoglycoside 6-adenylyltransferase AadK
aadS_fam	ant6_gen	aadS	NF033387.1	450.00	450.00	1	AadS family aminoglycoside 6-adenylyltransferase
aadS	aadS_fam	aadS	-	0.00	0.00	1	aminoglycoside 6-adenylyltransferase AadS
abc-f	AMR	abc-f	NF000355.3	450.00	440.00	1	ABC-F type ribosomal protection protein
abcf-produ	abc-f	abc-f	NF000171.1	800.00	800.00	1	TlrC/CarA/OleB/SrmB family ABC-F type ribosomal protection protein
acrB	RND-IM	acrB	NF011706.2	2150.00	2150.00	0	multidrug efflux RND transporter permease subunit AcrB
acrD	RND-IM	acrD	NF007842.1	1854.00	1854.00	0	multidrug efflux RND transporter permease AcrD
adeB/adeJ	RND-IM	adeB	NF000314.1	1900.00	1900.00	0	AdeB/AdeJ family multidrug efflux RND transporter permease subunit
ant(2'')-Ia	ant(2'')	ant(2'')-Ia	NF000064.3	350.00	350.00	1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
ant(2'')	ant	ant(2'')	-	0.00	0.00	1	ANT(2'') family aminoglycoside adenylyltransferase
ant(3'')-IIa	ant(3'')-II	ant(3'')-IIa	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa
ant(3'')-IIb	ant(3'')-II	ant(3'')-IIb	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(3'')-IIb
ant(3'')-IIc	ant(3'')-II	ant(3'')-IIc	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(3'')-IIc
ant(3'')-II	ant	ant(3'')-II	NF033220.1	400.00	400.00	1	ANT(3'')-II family aminoglycoside nucleotidyltransferase
ant(3'')-Ia	ant(3'')-I	ant(3'')-Ia	-	0.00	0.00	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA
ant(3'')-Ih	ant(3'')-I	ant(3'')-Ih	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(3'')-Ih
ant(3'')-I	ant	ant(3'')	NF012157.0	375.00	375.00	1	ANT(3'')-I family aminoglycoside nucleotidyltransferase
ant(4')-IIa	ant(4')-II	ant(4')-IIa	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(4')-IIa
ant(4')-IIb	ant(4')-II	ant(4')-IIb	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(4')-IIb
ant(4')-II	ant(4')	ant(4')	NF028535.0	350.00	350.00	1	ANT(4')-II family aminoglycoside nucleotidyltransferase
ant(4')-Ia	ant(4')-I	aadD1	NF000181.1	500.00	500.00	1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia
ant(4')-Ib	ant(4')-I	aadD2	NF000079.1	500.00	500.00	1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ib
ant(4')-Ic	ant(4')-I	ant(4')-Ic	-	0.00	0.00	1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ic
ant(4')-I	ant(4')	ant(4')-I	NF033061.1	350.00	350.00	1	ANT(4')-I family aminoglycoside nucleotidyltransferase
ant(4')	ant	ant(4')	-	0.00	0.00	1	ANT(4') family aminoglycoside nucleotidyltransferase
ant(6)-Ia	ant(6)	ant(6)-Ia	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(6)-Ia
ant(6)-Ib	ant(6)	ant(6)-Ib	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(6)-Ib
ant(6)-Ic	ant(6)	ant(6)-Ic	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(6)-Ic
ant(6)	ant6_gen	ant(6)	NF033084.2	420.00	420.00	1	aminoglycoside 6-nucleotidyltransferase
ant(9)-Ia	ant(9)	ant(9)-Ia	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(9)-Ia
ant(9)-Ib	ant(9)	ant(9)-Ib	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase ANT(9)-Ib
ant(9)	ant	ant(9)	NF012212.0	350.00	350.00	1	ANT(9) family aminoglycoside nucleotidyltransferase
ant6_gen	ant	ant(6)	NF000274.2	275.00	275.00	1	aminoglycoside 6-adenylyltransferase
ant	AME	ant	-	0.00	0.00	1	aminoglycoside nucleotidyltransferase
aph(2'')-IIIa	aph(2'')	aph(2'')-IIIa	NF000044.2	625.00	625.00	1	aminoglycoside O-phosphotransferase APH(2'')-IIIa
aph(2'')-IIa	aph(2'')	aph(2'')-IIa	NF000015.3	625.00	625.00	1	aminoglycoside O-phosphotransferase APH(2'')-IIa
aph(2'')-IVa	aph-3080755	aph(2'')-IVa	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(2'')-IVa
aph(2'')-I_a_f_h	aph(2'')	aph(2'')-I	NF033692.1	475.00	475.00	1	APH(2'')-Ia/If/Ih family aminoglycoside O-phosphotransferase
aph(2'')-Ia	aph(2'')-I_a_f_h	aph(2'')-Ia	NF000508.1	600.00	570.00	1	aminoglycoside O-phosphotransferase APH(2'')-Ia
aph(2'')-Ie	aph-3080755	aph(2'')-Ie	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(2'')-Ie
aph(2'')-If2	aph(2'')-I_a_f_h	aph(2'')-If2	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(2'')-If2
aph(2'')-If_h	aph(2'')-I_a_f_h	aph(2'')-I	NF000498.2	600.00	600.00	1	APH(2'')-If/Ih family aminoglycoside O-phosphotransferase
aph(2'')-If	aph(2'')-If_h	aph(2'')-If	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(2'')-If
aph(2'')-Ig	aph(2'')	aph(2'')-Ig	NF000132.2	620.00	620.00	1	aminoglycoside O-phosphotransferase APH(2'')-Ig
aph(2'')-Ih	aph(2'')-If_h	aph(2'')-Ih	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(2'')-Ih
aph(2'')	aph	aph(2'')	-	0.00	0.00	1	APH(2'') family aminoglycoside O-phosphotransferase
aph(3'')-Ia	aph(3'')	aph(3'')-Ia	NF032894.1	600.00	600.00	1	aminoglycoside O-phosphotransferase APH(3'')-Ia
aph(3'')-Ib	aph(3'')	aph(3'')-Ib	NF032895.1	600.00	600.00	1	aminoglycoside O-phosphotransferase APH(3'')-Ib
aph(3'')-Ic	aph(3'')	aph(3'')-Ic	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3'')-Ic
aph(3'')	aph	aph(3'')	NF032896.1	325.00	325.00	1	APH(3'') family aminoglycoside O-phosphotransferase
aph(3')-II-therm	aph(3')-II	aph(3')-II	-	0.00	0.00	1	APH(3')-II family aminoglycoside O-phosphotransferase
aph(3')-IIIa	aph(3')	aph(3')-IIIa	NF033064.0	530.00	530.00	1	aminoglycoside O-phosphotransferase APH(3')-IIIa
aph(3')-IIa	aph(3')-II	aph(3')-IIa	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-IIa
aph(3')-IIb	aph(3')-II	aph(3')-IIb	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-IIb
aph(3')-IIc	aph(3')-II	aph(3')-IIc	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-IIc
aph(3')-II	aph(3')	aph(3')-II	NF032898.1	360.00	360.00	1	APH(3')-II family aminoglycoside O-phosphotransferase
aph(3')-IVa	aph(3')	aph(3')-IVa	NF033065.0	530.00	530.00	1	aminoglycoside O-phosphotransferase APH(3')-IVa
aph(3')-IX	aph(3')	aph(3')-IX	-	0.00	0.00	1	APH(3') family aminoglycoside O-phosphotransferase
aph(3')-Ia	aph(3')-I	aph(3')-Ia	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-Ia
aph(3')-Ib	aph(3')-I	aph(3')-Ib	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-Ib
aph(3')-Id	aph(3')-I	aph(3')-Id	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-Id
aph(3')-I	aph(3')	aph(3')-I	NF033059.2	400.00	400.00	1	APH(3')-I family aminoglycoside O-phosphotransferase
aph(3')-VIII	aph(3')	aph(3')-VIII	NF033066.0	520.00	520.00	1	aminoglycoside O-phosphotransferase APH(3')-VIII
aph(3')-VIIa	aph(3')	aph(3')-VIIa	NF033067.1	530.00	530.00	1	aminoglycoside O-phosphotransferase APH(3')-VIIa
aph(3')-VIa	aph(3')-VI	aph(3')-VIa	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-VIa
aph(3')-VIb	aph(3')-VI	aph(3')-VIb	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-VIb
aph(3')-VI	aph(3')	aph(3')-VI	NF033062.0	525.00	525.00	1	APH(3')-VI family aminoglycoside O-phosphotransferase
aph(3')-Va	aph(3')-V	aph(3')-Va	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-Va
aph(3')-Vb	aph(3')-V	aph(3')-Vb	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-Vb
aph(3')-Vc	aph(3')-V	aph(3')-Vc	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(3')-Vc
aph(3')-V	aph(3')	aph(3')-V	NF032897.1	450.00	450.00	1	APH(3')-V family aminoglycoside O-phosphotransferase
aph(3')-XV	aph(3')	aph(3')-XV	NF033063.0	550.00	550.00	1	aminoglycoside O-phosphotransferase APH(3')-XV
aph(3')	aph	aph(3')	NF033068.1	205.00	205.00	1	APH(3') family aminoglycoside O-phosphotransferase
aph(4)-Ia	aph(4)-I	aph(4)-Ia	NF000107.2	725.00	725.00	1	aminoglycoside O-phosphotransferase APH(4)-Ia
aph(4)-I	aph	aph(4)-I	-	0.00	0.00	1	APH(4)-I family aminoglycoside O-phosphotransferase
aph(6)-Ia	aph(6)-I	aph(6)-Ia	-	0.00	0.00	1	aminoglycoside O-phosphotransferase APH(6)-Ia
